FOLDER,LIGAND_ENTRY,TOTAL_SCORE,SMILES
file11,A3374_entry_00234_conf_01,-111.778,N#Cc1ccc(S[C@@H](CCc2ccccc2)Cn2ccnc2)cc1
file15,A4511_entry_00115_conf_01,-111.762,O[C@](CN1CCN(c2ccccc2F)CC1)(Cn1cncn1)c1ccc(F)cc1F
file12,A3712_entry_00258_conf_01,-111.754,C[C@@H](N1CCCc2nc(C3CC3)oc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file15,A4450_entry_00054_conf_01,-111.752,O[C@@](CN1CCN(Cc2ccccn2)CC1)(Cn1cncn1)c1ccc(F)cc1F
file12,A3612_entry_00158_conf_01,-111.746,C[C@H](N1CCc2cc(Cl)ccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file10,A3102_entry_00276_conf_01,-111.722,Fc1ccc([C@@H](Cn2ccnc2)OCc2cc(F)ccc2Cl)cc1
file20,A6053_entry_00087_conf_01,-111.706,CC(C)Sc1ccc([C@@H](O)[C@@H](C)NCCCc2ccccc2)cc1
file14,A4134_entry_00052_conf_01,-111.666,Cc1nn([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)c2c1CCCC2
file11,A3397_entry_00257_conf_01,-111.662,c1ccc(Cn2ccc([C@H](c3ccccc3)n3ccnc3)c2)cc1
file1,A266_entry_00266_conf_01,-111.648,Fc1ccc([C@H](Cn2ccnc2)OCc2ccccc2Cl)cc1
file1,A12_entry_00012_conf_01,-111.627,O=C(Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)N(c1ccccc1)C(CO)CO
file15,A4440_entry_00044_conf_01,-111.609,O[C@](CNCCc1ccccc1)(Cn1cncn1)c1ccc(F)cc1F
file11,A3379_entry_00239_conf_01,-111.54,Fc1cccc(F)c1O[C@H](CCc1ccc(Cl)cc1)Cn1ccnc1
file5,A1453_entry_00197_conf_01,-111.532,CCOC(=O)c1cncn1[C@@H]1C[C@@]2(O)Cc3ccccc3[C@@H]1C2
file6,A1869_entry_00299_conf_01,-111.521,CC(C)[C@H](Oc1ccc(Cl)cc1Cl)C(=O)[C@@](O)(Cn1ccnc1)c1ccccc1
file2,A324_entry_00010_conf_01,-111.504,COc1ccc([C@@H](Cn2ccnc2)OCc2ccc(Cl)cc2F)cc1
file6,A1639_entry_00069_conf_01,-111.489,CC(C)N(CCCN)CCOC(=O)c1cc(c2ccccc2)ccc1O
file2,A361_entry_00047_conf_01,-111.397,OCc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file11,A3189_entry_00049_conf_01,-111.394,CN(Cc1ccc(C(F)(F)F)cc1)Cc1cccc2cc[nH]c12
file11,A3198_entry_00058_conf_01,-111.382,CN(Cc1ccc(C(F)(F)F)cc1)Cc1cccc2[nH]ccc12
file9,A2639_entry_00127_conf_01,-111.321,Cc1ccc(CO[C@@H](CCn2ccnc2)c2ccc(F)cc2F)cc1
file5,A1559_entry_00303_conf_01,-111.298,CC(C)Cc1ccc(CN2CN(Cc3ccccc3)CSC2=O)cc1
file10,A3114_entry_00288_conf_01,-111.29,Cc1ccc(CO[C@H](Cn2ccnc2)c2ccc(F)cc2Cl)cc1
file10,A3109_entry_00283_conf_01,-111.171,Cc1ccc(C(=O)CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file12,A3659_entry_00205_conf_01,-111.159,C[C@@H](N1CCN(Cc2nccs2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file6,A1742_entry_00172_conf_01,-111.138,O=C([C@@H](Cn1ccnc1)Oc1ccc(Cl)cc1Cl)N1CCCCC1
file15,A4606_entry_00210_conf_01,-111.105,NC(c1ccccc1)(c1ccccc1)c1cncn1Cc1ccccc1
file12,A3626_entry_00172_conf_01,-111.091,C[C@@H](N1CCC(=O)CC1)[C@](O)(Cn1ccnn1)c1ccc(F)cc1F
file10,A3135_entry_00309_conf_01,-111.005,Cc1ccc(CS[C@@H](Cn2ccnc2)c2ccccc2)cc1
file20,A6115_entry_00149_conf_01,-111.002,CC(C)Sc1ccc([C@H](O)[C@H](C)NCCCc2ccccc2)cc1
file11,A3361_entry_00221_conf_01,-111.001,Clc1ccc(CC[C@@H](Cn2ccnc2)Oc2ccccc2)cc1
file10,A3120_entry_00294_conf_01,-110.993,Cc1ccc([C@@H](Cn2ccnc2)OCc2ccc(F)cc2)c(Cl)c1
file2,A372_entry_00058_conf_01,-110.974,CC(=O)c1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file5,A1398_entry_00142_conf_01,-110.972,CCOC(=O)c1cncn1[C@H]1CC[C@H](OCc2ccccc2)c2ccccc12
file8,A2490_entry_00292_conf_01,-110.909,CN(C/C=C/c1ccccc1)Cc1cccc2c1CCC2
file9,A2589_entry_00077_conf_01,-110.905,CN(Cc1ccccn1)Cc1cccc2ccccc12
file12,A3494_entry_00040_conf_01,-110.884,C[C@@H](N1CCN(Cc2ccc(C#N)cc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file6,A1721_entry_00151_conf_01,-110.882,CCN(CC)CC[C@H](C)OC(=O)c1cccc2ccccc12
file1,A268_entry_00268_conf_01,-110.872,Fc1ccccc1CO[C@H](Cn1ccnc1)c1ccc(Cl)cc1
file7,A2008_entry_00124_conf_01,-110.855,Fc1ccc(CO[C@H]2c3cc(F)ccc3SC[C@@H]2Cn2ccnc2)c(F)c1
file7,A2083_entry_00199_conf_01,-110.855,CCc1cn(C[C@@H](O[C@H](C)Cn2ccnc2)c2ccc(Cl)cc2Cl)cn1
file7,A2006_entry_00122_conf_01,-110.853,Fc1ccc2c(c1)[C@H](OCCCc1ccccc1)[C@H](Cn1ccnc1)S2
file10,A3127_entry_00301_conf_01,-110.838,Fc1ccc(CS[C@H](Cn2ccnc2)c2ccccc2)cc1
file11,A3225_entry_00085_conf_01,-110.838,CN(Cc1ccc(CN)cc1)Cc1cccc2ccccc12
file11,A3323_entry_00183_conf_01,-110.837,N#Cc1cccc(O[C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1
file20,A6121_entry_00155_conf_01,-110.816,CCCCCCCCN[C@H](C)[C@@H](O)c1cc(OC)cc(OC)c1
file11,A3144_entry_00004_conf_01,-110.814,Cc1cccc(CN(C)Cc2cccc3ccccc23)c1
file12,A3501_entry_00047_conf_01,-110.774,CCCOC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file9,A2576_entry_00064_conf_01,-110.738,CN(Cc1cccc(C#N)c1)Cc1cccc2ccccc12
file11,A3177_entry_00037_conf_01,-110.734,CN(Cc1ccc(C(F)(F)F)cc1)Cc1cccc2ncccc12
file15,A4520_entry_00124_conf_01,-110.73,O[C@@](CN1CCc2ccccc2C1)(Cn1cncn1)c1ccc(F)cc1F
file10,A3062_entry_00236_conf_01,-110.709,Cc1ccc(O[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)c(C)c1
file12,A3621_entry_00167_conf_01,-110.708,C[C@@H](N1CCc2ccc(Br)cc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file11,A3339_entry_00199_conf_01,-110.692,COc1ccc(CC[C@@H](Cn2ccnc2)Sc2ccccc2OC)cc1
file12,A3490_entry_00036_conf_01,-110.665,C[C@@H](N1CCN(C(=O)OC(C)(C)C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file4,A1240_entry_00298_conf_01,-110.645,CCOC(=O)C[C@@H]1CN(C(=O)c2cncn2[C@@H]2CCCc3ccccc23)C1
file12,A3551_entry_00097_conf_01,-110.639,CC(C)NCC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file20,A6013_entry_00047_conf_01,-110.634,CC(C)Sc1ccc([C@H](O)[C@@H](C)NCCCc2ccccc2)cc1
file11,A3346_entry_00206_conf_01,-110.633,COc1ccc(OC)c(O[C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1
file12,A3642_entry_00188_conf_01,-110.623,C[C@@H](N1CCN(Cc2cccnc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file14,A4312_entry_00230_conf_01,-110.617,COc1ccc(CCC(=O)OC[C@H](O)COc2ccc(Cl)cc2)cc1
file1,A307_entry_00307_conf_01,-110.588,Fc1ccccc1CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file1,A37_entry_00037_conf_01,-110.56,FC(F)(F)c1ccc(CO[C@@H](Cn2ccnc2)c2ccccc2)cc1
file2,A334_entry_00020_conf_01,-110.522,Clc1ccc([C@H](Cn2ccnc2)OCCc2ccccc2)cc1
file7,A1907_entry_00023_conf_01,-110.511,CCN(CC)Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
file16,A4713_entry_00003_conf_01,-110.509,CSCCCCN(C)Cc1cccc2ccccc12
file11,A3216_entry_00076_conf_01,-110.506,CC(=O)N(C)c1ccc(CN(C)Cc2cccc3ccccc23)cc1
file8,A2379_entry_00181_conf_01,-110.497,c1ccc([C@@H](Cn2ccnc2)c2ccc(OCCN3CCCC3)cc2)cc1
file8,A2499_entry_00301_conf_01,-110.491,CN(C/C=C/c1ccccc1)Cc1cccc2c1CCCC2
file2,A445_entry_00131_conf_01,-110.48,C/C=C\[C@H](c1ccccc1OCc1cccc(F)c1)n1ccnc1
file6,A1634_entry_00064_conf_01,-110.477,CCN(CC)CCCCOC(=O)c1cccc2ccccc12
file2,A388_entry_00074_conf_01,-110.476,Clc1ccc([C@@H](Cn2ccnc2)OCCOCc2ccccc2)cc1
file6,A1726_entry_00156_conf_01,-110.471,CCN(CC)CCOC(=O)c1c(O)c2ccccc2n1Cc1ccccc1
file15,A4675_entry_00279_conf_01,-110.426,CCC/C=C/CN(C)Cc1cccc2ccccc12
file15,A4453_entry_00057_conf_01,-110.415,CN(Cc1cccs1)C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F
file15,A4435_entry_00039_conf_01,-110.408,CN(Cc1ccccc1)C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F
file11,A3236_entry_00096_conf_01,-110.401,CNCc1ccc(CN(C)Cc2cccc3ccccc23)cc1
file9,A2530_entry_00018_conf_01,-110.383,CN(C/C=C/c1ccccc1)Cc1cccc2c1CCC[C@H]2O
file2,A367_entry_00053_conf_01,-110.382,FC(F)(F)c1ccc([C@H](Cn2ccnc2)OCc2ccccc2)cc1
file8,A2286_entry_00088_conf_01,-110.374,c1ccc([C@H](Cn2ccnc2)c2ccc(N3CCCCC3)cc2)cc1
file14,A4301_entry_00219_conf_01,-110.335,CC(C)(Cc1ccccc1)C(=O)OC[C@@H](O)COc1ccc(Cl)cc1
file13,A3931_entry_00163_conf_01,-110.318,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)OCc1ccccc1
file1,A48_entry_00048_conf_01,-110.299,Fc1ccc(CO[C@@H](Cn2ccnc2)c2ccccc2Cl)cc1
file15,A4480_entry_00084_conf_01,-110.26,O[C@](CN1CCc2ccccc2C1)(Cn1cncn1)c1ccc(F)cc1F
file15,A4588_entry_00192_conf_01,-110.224,Cc1cccc([C@@H](Cn2ccnc2)OC[C@H](O)c2ccc(Cl)cc2Cl)c1
file15,A4498_entry_00102_conf_01,-110.195,OCCN(Cc1ccccn1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file11,A3141_entry_00001_conf_01,-110.177,COc1ccccc1CN(C)Cc1cccc2ccccc12
file14,A4294_entry_00212_conf_01,-110.138,CCc1ccc(C[C@H](COC(=O)N)OC[C@H](O)COc2ccc(Cl)cc2)cc1
file11,A3296_entry_00156_conf_01,-110.135,Cc1ccc(S[C@H](CCc2ccccc2)Cn2ccnc2)cc1
file8,A2351_entry_00153_conf_01,-110.131,CC(C)CC(=O)c1ccc([C@H](Cn2ccnc2)c2ccccc2)cc1
file12,A3585_entry_00131_conf_01,-110.114,C[C@@H](N1CCN(C)c2ccccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file12,A3681_entry_00227_conf_01,-110.103,C[C@@H](N1CC[C@H](N(C)C)C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file3,A865_entry_00237_conf_01,-110.103,CCN(CC)C[C@H](C)Cc1ccc(CC(C)(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
file12,A3725_entry_00271_conf_01,-110.071,C[C@@H](N1Cc2cccc(Br)c2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file15,A4448_entry_00052_conf_01,-110.065,CCN(Cc1ccccc1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file18,A5571_entry_00233_conf_01,-110.043,Nc1ncccc1c1cc(Cc2ccc(CN3CCNCC3)cc2)no1
file11,A3373_entry_00233_conf_01,-110.03,COc1ccccc1O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1
file11,A3292_entry_00152_conf_01,-110.025,Fc1ccc(CC[C@@H](Cn2ccnc2)Sc2ccccc2)cc1
file11,A3229_entry_00089_conf_01,-110.022,CN(Cc1ccc(F)cc1)Cc1ccc2ccccc2c1O
file10,A3138_entry_00312_conf_01,-110.011,COc1ccc(CN(C)Cc2cccc3ccccc23)cc1
file12,A3651_entry_00197_conf_01,-110.003,C[C@@H](N1CCc2ccc(Cl)cc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file15,A4501_entry_00105_conf_01,-110.003,O[C@@](CNCCCc1ccccc1)(Cn1cncn1)c1ccc(F)cc1F
file11,A3321_entry_00181_conf_01,-109.982,Clc1ccc(CC[C@H](Cn2ccnc2)SCc2cccnc2)cc1
file11,A3356_entry_00216_conf_01,-109.981,Fc1ccc(F)c(O[C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1
file11,A3318_entry_00178_conf_01,-109.939,N#Cc1ccc(S[C@H](CCc2ccccc2)Cn2ccnc2)cc1
file15,A4687_entry_00291_conf_01,-109.93,C[C@@H](C#CCN(C)Cc1cccc2ccccc12)C(=O)O
file12,A3547_entry_00093_conf_01,-109.916,C[C@@H](N1CCN([C@H]2CC[C@@H](O)CC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file9,A2542_entry_00030_conf_01,-109.91,CN(C/C=C/c1ccccc1)Cc1cccc2c1CCC2=O
file6,A1746_entry_00176_conf_01,-109.895,O=C(COc1ccc(Cl)cc1Cl)[C@H](Cn1ccnc1)OCC1CC1
file10,A3130_entry_00304_conf_01,-109.889,Cc1ccc(CS[C@H](Cn2ccnc2)c2ccccc2)cc1
file11,A3340_entry_00200_conf_01,-109.844,COc1ccc(CC[C@@H](Cn2ccnc2)Sc2ccc(F)cc2)cc1
file14,A4264_entry_00182_conf_01,-109.823,CC(C)(Cc1ccccc1)c1ccc(OC[C@@H](O)COC(=O)N)cc1
file9,A2558_entry_00046_conf_01,-109.788,CCN(Cc1ccccc1)Cc1cccc2ccccc12
file11,A3149_entry_00009_conf_01,-109.77,Cc1ccc(CN(C)Cc2cccc3ccccc23)cc1
file11,A3191_entry_00051_conf_01,-109.723,COCc1ccc(CN(C)Cc2cccc3ccccc23)cc1
file6,A1572_entry_00002_conf_01,-109.677,Cc1ccc(C(=O)CN2CN(Cc3ccccc3)CSC2=S)cc1
file16,A4903_entry_00193_conf_01,-109.672,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)OCCc1ccccc1
file1,A249_entry_00249_conf_01,-109.67,Fc1ccc([C@@H](Cn2ccnc2)OCc2ccc(Cl)cc2)cc1
file2,A322_entry_00008_conf_01,-109.669,Fc1ccc([C@H](Cn2ccnc2)OCc2cccc(Cl)c2)cc1
file6,A1594_entry_00024_conf_01,-109.654,CCCN(CCC)CCOC(=O)c1ccccc1c1ccccc1
file1,A272_entry_00272_conf_01,-109.632,CC(=O)c1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file15,A4705_entry_00309_conf_01,-109.626,C[C@H](O)C#C/C=C/CN(C)Cc1cccc2ccccc12
file8,A2501_entry_00303_conf_01,-109.608,CN(CCc1cccc2ccccc12)Cc1ccccc1
file16,A4712_entry_00002_conf_01,-109.58,CCCCCCN(C)Cc1cccc2ccccc12
file10,A3105_entry_00279_conf_01,-109.573,Cc1ccc([C@@H](Cn2ccnc2)OCc2cc(C)cc(C)c2)cc1
file12,A3727_entry_00273_conf_01,-109.537,C[C@@H](N1CCN([C@H]2CC[C@@H](C(=O)O)CC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file8,A2508_entry_00310_conf_01,-109.537,CN(C/C=C/c1ccccc1)Cc1cccc(N(C)C)c1
file1,A302_entry_00302_conf_01,-109.534,Clc1ccc([C@H](CCn2ccnc2)OCc2ccccc2)cc1
file15,A4497_entry_00101_conf_01,-109.529,O[C@@](CN1Cc2ccccc2C1)(Cn1cncn1)c1ccc(F)cc1F
file12,A3729_entry_00275_conf_01,-109.501,C[C@@H](N1CCN([C@H]2CC[C@H](O)CC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file15,A4696_entry_00300_conf_01,-109.474,C[C@H](C#CCN(C)Cc1cccc2ccccc12)C(=O)O
file2,A330_entry_00016_conf_01,-109.458,Cc1ccc([C@@H](Cn2ccnc2)OCc2cccc(C)c2)cc1
file11,A3151_entry_00011_conf_01,-109.438,COc1ccccc1CN(C)Cc1ccc(C(F)(F)F)cc1
file2,A325_entry_00011_conf_01,-109.425,Cc1ccc([C@@H](Cn2ccnc2)OCc2cccc(Cl)c2)cc1
file12,A3757_entry_00303_conf_01,-109.418,C[C@@H](N1CCN(CC#N)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file8,A2278_entry_00080_conf_01,-109.413,Fc1ccc([C@@H](Cn2ccnc2)c2ccc(C(F)(F)F)cc2)cc1
file9,A2615_entry_00103_conf_01,-109.393,OCc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
file7,A2035_entry_00151_conf_01,-109.373,Cc1cn(C[C@H]2Sc3ccc(F)cc3[C@@H]2OCc2cccc(F)c2)cn1
file12,A3675_entry_00221_conf_01,-109.35,C[C@@H](N1CC[C@@H](OC(=O)c2ccccc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file9,A2598_entry_00086_conf_01,-109.347,CN(Cc1ccc(F)c(F)c1)Cc1cccc2ccccc12
file15,A4683_entry_00287_conf_01,-109.335,C[C@@H](O)C/C=C/CN(C)Cc1cccc2ccccc12
file11,A3227_entry_00087_conf_01,-109.32,CSc1ccc(CN(C)Cc2cccc3cccnc23)cc1
file14,A4368_entry_00286_conf_01,-109.311,Fc1ccc(CN[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
file2,A344_entry_00030_conf_01,-109.306,Cc1ccc([C@H](Cn2ccnc2)OCc2ccc(C)cc2C)cc1
file14,A4372_entry_00290_conf_01,-109.278,Cc1ccc([C@H](Cn2ccnc2)OCc2ccccc2F)c(Cl)c1
file11,A3258_entry_00118_conf_01,-109.266,COc1ccc(CN(C)Cc2cccc3cccnc23)cc1
file2,A369_entry_00055_conf_01,-109.259,Clc1ccc([C@H](COCc2ccccc2)Cn2ccnc2)cc1
file11,A3354_entry_00214_conf_01,-109.21,Fc1cccc(F)c1O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1
file11,A3143_entry_00003_conf_01,-109.205,COc1ccc(CN(C)Cc2cccc3ccccc23)cc1OC
file9,A2635_entry_00123_conf_01,-109.179,Clc1ccc(CCO[C@@H](Cn2ccnc2)c2ccccc2)cc1
file18,A5564_entry_00226_conf_01,-109.125,Nc1ncccc1c1cc(Cc2ccc(CN3CCCCC3)cc2)no1
file15,A4436_entry_00040_conf_01,-109.105,O[C@@](CN1CCN(Cc2ccccc2)CC1)(Cn1cncn1)c1ccc(F)cc1F
file10,A3116_entry_00290_conf_01,-109.083,Cc1cccc(CO[C@@H](Cn2ccnc2)c2ccc(F)cc2Cl)c1
file12,A3623_entry_00169_conf_01,-109.074,C[C@@H](N1CC[C@](O)(Cc2ccccc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file18,A5566_entry_00228_conf_01,-109.072,Nc1ncccc1c1cc(Cc2ccc(CN3CCCC3)cc2)no1
file22,A6619_entry_00025_conf_01,-109.062,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)N(Cc3ccccc3C#N)C(=O)C2)C(=O)[C@@H](C)C1
file5,A1480_entry_00224_conf_01,-109.016,CCCC[C@@H]1C[C@H](n2cncc2C(=O)OCC)c2ccccc12
file5,A1554_entry_00298_conf_01,-109.011,c1ccc(CN2Cc3ccccc3N(Cc3ccccc3)C2)cc1
file11,A3320_entry_00180_conf_01,-109.005,N#Cc1ccc(CC[C@H](Cn2ccnc2)Sc2ccccc2)cc1
file11,A3298_entry_00158_conf_01,-109.003,Cc1ccc(CC[C@H](Cn2ccnc2)Sc2ccccc2)cc1
file15,A4584_entry_00188_conf_01,-108.979,Cc1ccc([C@H](Cn2ccnc2)OC[C@H](O)c2ccc(Cl)cc2Cl)cc1
file21,A6469_entry_00189_conf_01,-108.976,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)N(Cc3ccc(F)cc3)C(=O)C2)C(=O)[C@@H](C)C1
file11,A3387_entry_00247_conf_01,-108.964,Cn1cc(c2ccccc2)c([C@H](c2ccccc2)n2ccnc2)c1
file17,A5331_entry_00307_conf_01,-108.901,O=C(O)CCc1ccc(CCCCc2ccccc2)cc1
file12,A3711_entry_00257_conf_01,-108.897,C[C@@H](N1CCN([C@H]2CC[C@@H](O)C2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file15,A4526_entry_00130_conf_01,-108.886,O[C@](CN1CCN(Cc2ccco2)CC1)(Cn1cncn1)c1ccc(F)cc1F
file1,A294_entry_00294_conf_01,-108.885,Clc1ccc([C@H](CCn2ccnc2)OCc2ccccc2)cc1
file2,A329_entry_00015_conf_01,-108.873,Cc1ccc(CCO[C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file7,A1944_entry_00060_conf_01,-108.858,CCCNCc1nc2ccccc2n1Cc1ccc(Cl)cc1
file12,A3718_entry_00264_conf_01,-108.85,C[C@@H](N1CCN(C2(C#N)CCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file6,A1874_entry_00304_conf_01,-108.843,CC(C)C[C@H](Oc1ccc(Cl)cc1F)C(=O)[C@@H](Cn1ccnc1)OC(C)(C)C
file11,A3262_entry_00122_conf_01,-108.835,CN(Cc1ccc(CO)cc1)Cc1ccc2ccccc2c1
file11,A3182_entry_00042_conf_01,-108.802,COc1cccc(CN(C)Cc2cccc3ccccc23)c1OC
file6,A1809_entry_00239_conf_01,-108.802,CCCC(C)(C)C(=O)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1
file15,A4707_entry_00311_conf_01,-108.796,C[C@@H](/C=C/CN(C)Cc1cccc2ccccc12)C(=O)O
file11,A3179_entry_00039_conf_01,-108.782,CN(Cc1ccc(C(F)(F)F)cc1)Cc1ccccc1O
file11,A3173_entry_00033_conf_01,-108.752,Cc1ccccc1CN(C)Cc1ccc(C(C)(C)C)cc1
file11,A3169_entry_00029_conf_01,-108.717,CN(Cc1ccc(Cl)cc1)Cc1cccc2ccn(C)c12
file16,A4720_entry_00010_conf_01,-108.708,CN(CC#CCCN)Cc1cccc2ccccc12
file6,A1776_entry_00206_conf_01,-108.698,O=C(COc1ccc(Cl)cc1Cl)[C@@H](Cn1ccnc1)N1CCCC1
file15,A4661_entry_00265_conf_01,-108.684,NC(c1ccccc1)(c1ccccc1)c1ccnn1Cc1ccccc1
file20,A6163_entry_00197_conf_01,-108.682,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(S(=O)(=O)C)c(OC)c1
file1,A295_entry_00295_conf_01,-108.676,Fc1ccc([C@@H](Cn2ccnc2)OCc2cccc(Cl)c2)cc1
file16,A4711_entry_00001_conf_01,-108.646,CC(C)C/C=C/CN(C)Cc1cccc2ccccc12
file10,A3050_entry_00224_conf_01,-108.624,O=C(O)COCc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)cc1
file11,A3156_entry_00016_conf_01,-108.597,COC(=O)c1ccc(CN(C)Cc2cccc3ccccc23)cc1
file15,A4709_entry_00313_conf_01,-108.578,CN(CCC#CC(C)(C)C)CCc1cccc2ccccc12
file11,A3364_entry_00224_conf_01,-108.543,Clc1ccc(CC[C@@H](Cn2ccnc2)OCc2ccccc2)cc1
file4,A1161_entry_00219_conf_01,-108.536,CCOC(=O)c1c(Cn2cncc2C)ncn1[C@H]1CCCc2ccccc12
file7,A1937_entry_00053_conf_01,-108.457,CCc1nc2ccccc2n1C[C@H](O)c1ccc(Cl)cc1
file15,A4706_entry_00310_conf_01,-108.413,C[C@@H](O)CC/C=C/CN(C)Cc1cccc2ccccc12
file12,A3700_entry_00246_conf_01,-108.399,Cc1ccc(CN2CCN([C@H](C)[C@](O)(Cn3cncn3)c3ccc(F)cc3F)CC2)cc1
file11,A3159_entry_00019_conf_01,-108.396,CN(Cc1ccco1)Cc1cccc2ccccc12
file1,A306_entry_00306_conf_01,-108.388,Clc1ccc([C@@H](Cn2ccnc2)OCCCOc2ccccc2)cc1
file9,A2557_entry_00045_conf_01,-108.376,CN(Cc1cccc2ccccc12)C[C@@H](O)c1ccccc1
file18,A5594_entry_00256_conf_01,-108.326,CN(Cc1ccc(Cc2cc(c3cccnc3N)on2)cc1)C(=O)C1CCCC1
file12,A3614_entry_00160_conf_01,-108.322,C[C@@H](N1Cc2cccc(C#N)c2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file9,A2588_entry_00076_conf_01,-108.281,CN(Cc1ccc(C#N)cc1)Cc1cccc2ccccc12
file12,A3739_entry_00285_conf_01,-108.275,Cc1ccccc1CN1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file6,A1587_entry_00017_conf_01,-108.264,CCCN(CCC)CCOC(=O)c1ccc(c2ccccc2)cc1
file7,A1967_entry_00083_conf_01,-108.256,CCc1nc2ccccc2n1CCCOc1ccc(Cl)cc1
file15,A4618_entry_00222_conf_01,-108.255,OC(c1ccccc1)(c1ccccc1)c1ccnn1Cc1ccccc1
file12,A3761_entry_00307_conf_01,-108.246,CCNCC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file10,A3133_entry_00307_conf_01,-108.232,COc1ccc([C@@H](Cn2ccnc2)SCc2ccc(C)cc2)cc1
file6,A1714_entry_00144_conf_01,-108.227,CCN(CC)CCCOc1cccc(c2ccccc2)c1
file12,A3638_entry_00184_conf_01,-108.223,C[C@@H](N1CC[C@](O)(c2ccc(C#N)cc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file6,A1873_entry_00303_conf_01,-108.206,CC(C)C[C@@H](Oc1ccc(F)cc1Cl)C(=O)[C@@H](Cn1ccnc1)OC(C)C
file15,A4689_entry_00293_conf_01,-108.205,CN(C)CC#CCN(C)Cc1cccc2ccccc12
file15,A4493_entry_00097_conf_01,-108.197,CN(Cc1ccc(Cl)cc1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file15,A4473_entry_00077_conf_01,-108.196,CCC(=O)N1CCN(C[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file2,A341_entry_00027_conf_01,-108.177,Cc1ccc([C@H](Cn2ccnc2)OCc2ccccc2Cl)cc1
file1,A293_entry_00293_conf_01,-108.169,Clc1ccc([C@@H](CCn2ccnc2)OCc2ccccc2)cc1
